zipCode,zone,trange,zonetitle,lastSpringFrost,firstFallFrost
54774,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54801,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54805,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54806,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54810,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54812,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54813,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54814,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54816,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54817,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54818,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54819,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54820,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54821,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54822,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54824,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54826,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54827,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54828,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54829,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54830,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54832,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54834,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54835,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54836,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54837,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54838,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54839,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54840,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54841,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54842,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54843,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54844,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54845,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54846,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54847,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54848,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54849,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54850,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54853,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54854,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54855,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54856,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54857,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54858,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54859,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54861,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54862,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54864,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54865,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54867,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54868,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54870,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54871,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54872,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54873,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54874,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54875,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54876,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54880,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54888,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54889,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54890,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54891,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54893,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54895,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
54896,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
54901,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54902,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54903,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54904,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54906,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54909,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54911,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54912,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54913,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54914,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54915,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54919,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54921,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54922,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54923,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54926,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54927,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54928,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54929,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54930,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54931,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54932,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54933,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54934,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54935,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54936,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54937,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54940,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54941,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54942,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54943,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54944,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54945,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54946,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54947,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54948,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54949,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54950,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54952,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54956,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54957,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54960,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54961,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54962,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54963,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54964,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54965,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54966,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54967,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54968,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54969,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54970,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54971,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54974,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54976,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54977,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54978,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
54979,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54980,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54981,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54982,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54983,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54984,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54985,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54986,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
54990,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55001,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55002,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55003,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55005,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55006,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55007,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55008,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55009,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55010,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55011,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55012,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55013,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55014,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55016,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55017,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55018,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55019,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55020,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55021,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55024,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55025,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55026,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55027,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55029,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55030,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55031,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55032,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55033,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55036,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55037,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55038,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55040,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55041,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55042,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55043,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55044,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55045,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55046,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55047,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55049,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55051,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55052,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55053,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55054,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55055,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55056,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55057,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55060,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55063,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55065,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55066,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55067,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55068,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55069,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55070,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55071,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55072,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55073,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55074,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55075,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55076,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55077,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55078,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55079,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55080,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55082,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55083,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55084,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55085,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55087,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55088,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55089,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55090,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55092,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55101,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55102,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55103,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55104,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55105,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55106,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55107,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55108,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55109,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55110,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55111,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
55112,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55113,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55114,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55115,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55116,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55117,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55118,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55119,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55120,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55121,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55122,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55123,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55124,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55125,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55126,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55127,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55128,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55129,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55130,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55133,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55144,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55145,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55146,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55150,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55155,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55164,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55165,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55170,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55172,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55175,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55187,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55188,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55301,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55302,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55303,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55304,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55305,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55306,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55307,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55308,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55309,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55310,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55311,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55312,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55313,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55314,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55315,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55316,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55317,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55318,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55319,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55320,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55321,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55322,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55323,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55324,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55325,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55327,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55328,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55329,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55330,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55331,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55332,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55333,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55334,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55335,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55336,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55337,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55338,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55339,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55340,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55341,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55342,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55343,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55344,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55345,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55346,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55347,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55348,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55349,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55350,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55352,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55353,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55354,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55355,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55356,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55357,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55358,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55359,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55360,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55361,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55362,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55363,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55364,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55366,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55367,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55368,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55369,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55370,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55371,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55372,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55373,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55374,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55375,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55376,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55377,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55378,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55379,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55380,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55381,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55382,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55384,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55385,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55386,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55387,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55388,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55389,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55390,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55391,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55392,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55395,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55396,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55397,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55398,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55401,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55402,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55403,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55404,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55405,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55406,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55407,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55408,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55409,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55410,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55411,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55412,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55413,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55414,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55415,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55416,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55417,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
55418,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55419,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
55420,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
55421,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55422,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55423,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
55424,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55425,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
55426,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55427,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55428,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55429,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55430,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55431,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55432,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55433,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55434,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55435,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
